CustomerID,Recency,Frequency,Monetary,R_Quartile,F_Quartile,M_Quartile,RFM_Score,RFM_Segment
15303,290,1,574.02,1,1,2,112,Can't Lose
15304,61,10,680.3,2,4,3,243,Hibernating
15306,64,3,1174.3500000000001,2,2,3,223,About to Sleep
15307,96,1,205.3,2,1,1,211,Can't Lose
15308,271,2,302.27,1,2,2,122,Can't Lose
15311,1,118,59419.340000000004,4,4,4,444,Champions
15312,75,5,921.1,2,3,3,233,About to Sleep
15313,110,1,52.0,2,1,1,211,Can't Lose
15314,199,1,327.97,1,1,2,112,Can't Lose
15315,64,3,551.54,2,2,2,222,At Risk
15316,327,1,165.0,1,1,1,111,Can't Lose
15318,4,1,312.62,4,1,2,412,New Customers
15319,284,1,204.5,1,1,1,111,Can't Lose
15320,44,1,267.13,3,1,1,311,Lost
15321,49,4,2650.73,3,3,4,334,Loyal
15322,64,2,602.97,2,2,2,222,At Risk
15325,104,1,162.29,2,1,1,211,Can't Lose
15326,334,1,311.71,1,1,2,112,Can't Lose
15327,53,1,208.75,2,1,1,211,Can't Lose
15329,35,5,1005.5,3,3,3,333,Potential Loyalists
15330,32,2,714.9599999999999,3,2,3,323,Potential Loyalists
15332,366,4,1661.06,1,3,4,134,Hibernating
15333,208,1,1028.56,1,1,3,113,Unknown
15334,157,3,351.67,1,2,2,122,Can't Lose
15335,54,1,173.97,2,1,1,211,Can't Lose
15339,66,3,557.57,2,2,2,222,At Risk
15341,81,1,2020.52,2,1,4,214,Unknown
15342,116,2,391.76,2,2,2,222,At Risk
15343,87,1,364.5,2,1,2,212,At Risk
15344,1,5,476.58,4,3,2,432,Unknown
15345,35,2,367.69,3,2,2,322,Promising
15346,333,1,252.42000000000002,1,1,1,111,Can't Lose
15347,366,1,201.60000000000002,1,1,1,111,Can't Lose
15348,72,1,158.04,2,1,1,211,Can't Lose
15349,158,2,473.81,1,2,2,122,Can't Lose
15350,373,1,115.65,1,1,1,111,Can't Lose
15351,12,10,1862.14,4,4,4,444,Champions
15353,255,2,777.02,1,2,3,123,Can't Lose
15355,29,2,277.05,3,2,1,321,Promising
15356,31,10,2766.5,3,4,4,344,Loyal
15358,5,29,8234.8,4,4,4,444,Champions
15360,40,1,427.93,3,1,2,312,Promising
15361,362,1,418.92,1,1,2,112,Can't Lose
15363,241,2,318.05,1,2,2,122,Can't Lose
15364,96,2,913.19,2,2,3,223,About to Sleep
15365,26,9,1330.45,3,4,3,343,Loyal
15366,75,2,602.51,2,2,2,222,At Risk
15367,57,5,1867.69,2,3,4,234,About to Sleep
15368,21,1,446.94000000000005,3,1,2,312,Promising
15370,41,8,2360.55,3,4,4,344,Loyal
15372,137,1,2007.4,2,1,4,214,Unknown
15373,8,13,2213.11,4,4,4,444,Champions
15374,129,1,168.0,2,1,1,211,Can't Lose
15376,40,3,1233.3600000000001,3,2,3,323,Potential Loyalists
15379,169,8,3631.8900000000003,1,4,4,144,Hibernating
15380,9,6,1682.36,4,3,4,434,Loyal
15381,214,2,596.85,1,2,2,122,Can't Lose
15382,15,8,5927.86,4,4,4,444,Champions
15384,170,3,635.76,1,2,2,122,Can't Lose
15385,40,1,316.88,3,1,2,312,Promising
15386,186,1,394.14,1,1,2,112,Can't Lose
15388,270,1,140.54,1,1,1,111,Can't Lose
15389,172,1,500.0,1,1,2,112,Can't Lose
15392,5,5,1515.73,4,3,3,433,Loyal
15393,16,2,231.86,4,2,1,421,New Customers
15394,10,4,2183.54,4,3,4,434,Loyal
15395,326,1,107.45,1,1,1,111,Can't Lose
15396,113,1,288.18,2,1,1,211,Can't Lose
15397,290,1,94.0,1,1,1,111,Can't Lose
15398,16,3,1339.63,4,2,3,423,Potential Loyalists
15399,1,3,815.77,4,2,3,423,Potential Loyalists
15400,92,6,666.7,2,3,3,233,About to Sleep
15402,149,2,626.77,1,2,2,122,Can't Lose
15405,189,1,349.1,1,1,2,112,Can't Lose
15406,18,4,426.61,3,3,2,332,Potential Loyalists
15407,34,4,1056.44,3,3,3,333,Potential Loyalists
15408,264,1,267.18,1,1,1,111,Can't Lose
15410,84,8,3450.84,2,4,4,244,Hibernating
15411,26,5,1346.38,3,3,3,333,Potential Loyalists
15412,171,1,190.53,1,1,1,111,Can't Lose
15414,10,3,774.9000000000001,4,2,3,423,Potential Loyalists
15415,313,1,572.8100000000001,1,1,2,112,Can't Lose
15416,65,5,3974.37,2,3,4,234,About to Sleep
15417,85,1,508.8,2,1,2,212,At Risk
15419,25,1,135.86,3,1,1,311,Lost
15421,59,4,950.36,2,3,3,233,About to Sleep
15422,323,2,97.7,1,2,1,121,Can't Lose
15423,38,1,43.5,3,1,1,311,Lost
15424,254,2,383.34,1,2,2,122,Can't Lose
15426,19,7,1429.9,3,4,3,343,Loyal
15427,33,3,1483.14,3,2,3,323,Potential Loyalists
15428,15,1,93.78,4,1,1,411,Lost
15429,27,3,364.9,3,2,2,322,Promising
15432,23,1,171.19000000000003,3,1,1,311,Lost
15433,79,3,417.87,2,2,2,222,At Risk
15434,8,6,997.48,4,3,3,433,Loyal
15435,22,1,149.29,3,1,1,311,Lost
15436,12,3,1122.53,4,2,3,423,Potential Loyalists
15437,262,1,200.16,1,1,1,111,Can't Lose
15438,131,1,156.57999999999998,2,1,1,211,Can't Lose
15440,55,3,383.68,2,2,2,222,At Risk
15442,249,1,594.0,1,1,2,112,Can't Lose
15443,2,8,3212.16,4,4,4,444,Champions
15444,9,2,1418.26,4,2,3,423,Potential Loyalists
15445,264,1,113.5,1,1,1,111,Can't Lose
15447,331,1,155.17000000000002,1,1,1,111,Can't Lose
15448,313,1,494.64,1,1,2,112,Can't Lose
15449,26,5,971.22,3,3,3,333,Potential Loyalists
15450,30,1,429.84,3,1,2,312,Promising
15452,30,3,538.73,3,2,2,322,Promising
15453,2,7,1388.37,4,4,3,443,Champions
15454,362,1,179.1,1,1,1,111,Can't Lose
15456,283,3,447.22,1,2,2,122,Can't Lose
15457,262,1,237.07,1,1,1,111,Can't Lose
15458,25,1,161.64,3,1,1,311,Lost
15460,354,1,216.76,1,1,1,111,Can't Lose
15462,94,3,234.6,2,2,1,221,At Risk
15463,29,1,126.14,3,1,1,311,Lost
15464,338,1,1048.85,1,1,3,113,Unknown
15465,20,24,6945.0199999999995,3,4,4,344,Loyal
15466,85,1,334.53,2,1,2,212,At Risk
15467,9,4,511.88,4,3,2,432,Unknown
15468,35,5,438.46000000000004,3,3,2,332,Potential Loyalists
15469,43,4,504.5,3,3,2,332,Potential Loyalists
15471,2,1,469.48,4,1,2,412,New Customers
15472,113,1,371.56,2,1,2,212,At Risk
15473,14,10,1465.2,4,4,3,443,Champions
15475,77,1,454.11,2,1,2,212,At Risk
15478,40,2,1441.42,3,2,3,323,Potential Loyalists
15480,116,1,905.5,2,1,3,213,Unknown
15482,16,16,6568.72,4,4,4,444,Champions
15483,161,4,233.81,1,3,1,131,Unknown
15484,1,5,3563.11,4,3,4,434,Loyal
15485,30,3,2575.0,3,2,4,324,Unknown
15488,93,1,91.32000000000001,2,1,1,211,Can't Lose
15489,23,4,1090.03,3,3,3,333,Potential Loyalists
15491,95,7,3090.85,2,4,4,244,Hibernating
15492,28,2,659.46,3,2,3,323,Potential Loyalists
15493,33,7,1967.25,3,4,4,344,Loyal
15494,21,2,1299.23,3,2,3,323,Potential Loyalists
15497,18,3,1259.7,3,2,3,323,Potential Loyalists
15498,1,35,12396.46,4,4,4,444,Champions
15500,8,4,1131.56,4,3,3,433,Loyal
15502,16,23,5541.46,4,4,4,444,Champions
15503,363,1,147.09,1,1,1,111,Can't Lose
15504,81,1,52.83,2,1,1,211,Can't Lose
15505,53,7,3497.14,2,4,4,244,Hibernating
15506,23,3,979.26,3,2,3,323,Potential Loyalists
15507,172,1,492.36,1,1,2,112,Can't Lose
15508,189,6,1000.27,1,3,3,133,Hibernating
15510,331,1,250.0,1,1,1,111,Can't Lose
15511,12,5,909.23,4,3,3,433,Loyal
15512,156,2,121.0,1,2,1,121,Can't Lose
15513,31,22,14520.08,3,4,4,344,Loyal
15514,12,13,2963.19,4,4,4,444,Champions
15516,45,3,62.43,3,2,1,321,Promising
15517,233,1,267.03,1,1,1,111,Can't Lose
15518,64,13,1911.89,2,4,4,244,Hibernating
15520,2,1,343.5,4,1,2,412,New Customers
15521,36,13,2574.65,3,4,4,344,Loyal
15522,33,2,398.84,3,2,2,322,Promising
15523,84,1,412.01000000000005,2,1,2,212,At Risk
15524,25,1,440.0,3,1,2,312,Promising
15525,2,4,811.02,4,3,3,433,Loyal
15526,33,2,148.44,3,2,1,321,Promising
15527,19,10,2348.82,3,4,4,344,Loyal
15528,254,1,229.33,1,1,1,111,Can't Lose
15529,23,12,3967.78,3,4,4,344,Loyal
15530,22,4,1502.3500000000001,3,3,3,333,Potential Loyalists
15531,8,2,2007.44,4,2,4,424,Unknown
15532,25,6,1517.08,3,3,3,333,Potential Loyalists
15533,19,5,746.92,3,3,3,333,Potential Loyalists
15535,173,7,459.9,1,4,2,142,Unknown
15537,163,1,110.92,1,1,1,111,Can't Lose
15539,7,1,538.46,4,1,2,412,New Customers
15540,11,1,213.3,4,1,1,411,Lost
15541,114,1,85.13000000000001,2,1,1,211,Can't Lose
15543,288,1,127.86,1,1,1,111,Can't Lose
15544,9,11,3542.51,4,4,4,444,Champions
15545,54,2,292.71999999999997,2,2,1,221,At Risk
15547,7,14,4954.84,4,4,4,444,Champions
15549,77,4,1655.76,2,3,4,234,About to Sleep
15550,4,4,575.63,4,3,2,432,Unknown
15551,37,1,436.06,3,1,2,312,Promising
15552,217,1,90.12,1,1,1,111,Can't Lose
15553,60,1,437.23,2,1,2,212,At Risk
15554,278,1,217.2,1,1,1,111,Can't Lose
15555,12,20,4758.2,4,4,4,444,Champions
15556,24,1,279.77,3,1,1,311,Lost
15557,29,1,473.65000000000003,3,1,2,312,Promising
15561,12,5,722.74,4,3,3,433,Loyal
15562,352,1,134.55,1,1,1,111,Can't Lose
15563,9,7,1319.69,4,4,3,443,Champions
15565,50,2,173.16000000000003,3,2,1,321,Promising
15567,19,1,186.01,3,1,1,311,Lost
15568,3,3,758.29,4,2,3,423,Potential Loyalists
15569,104,5,1375.71,2,3,3,233,About to Sleep
15570,7,13,4109.97,4,4,4,444,Champions
15571,12,4,650.4300000000001,4,3,3,433,Loyal
15572,5,7,2552.86,4,4,4,444,Champions
15573,32,2,607.45,3,2,2,322,Promising
15574,178,4,702.25,1,3,3,133,Hibernating
15576,38,1,940.67,3,1,3,313,Unknown
15577,151,3,258.88,1,2,1,121,Can't Lose
15578,162,1,127.1,1,1,1,111,Can't Lose
15579,69,2,348.6,2,2,2,222,At Risk
15581,121,14,3429.9700000000003,2,4,4,244,Hibernating
15582,25,3,682.9100000000001,3,2,3,323,Potential Loyalists
15584,24,5,722.61,3,3,3,333,Potential Loyalists
15585,177,1,455.3,1,1,2,112,Can't Lose
15587,50,4,913.68,3,3,3,333,Potential Loyalists
15589,253,4,456.58,1,3,2,132,Can't Lose
15592,47,1,388.58,3,1,2,312,Promising
15593,71,1,199.8,2,1,1,211,Can't Lose
15594,16,6,1767.53,4,3,4,434,Loyal
15596,101,9,1343.34,2,4,3,243,Hibernating
15597,30,2,315.72,3,2,2,322,Promising
15598,35,3,235.68,3,2,1,321,Promising
15599,27,2,761.74,3,2,3,323,Potential Loyalists
15601,11,17,6745.360000000001,4,4,4,444,Champions
15602,8,15,1083.63,4,4,3,443,Champions
15603,79,1,48.480000000000004,2,1,1,211,Can't Lose
15604,52,1,216.39000000000001,2,1,1,211,Can't Lose
15605,36,5,1198.23,3,3,3,333,Potential Loyalists
15606,57,11,2422.64,2,4,4,244,Hibernating
15607,337,1,104.76,1,1,1,111,Can't Lose
15608,28,4,1093.68,3,3,3,333,Potential Loyalists
15609,183,2,270.03000000000003,1,2,1,121,Can't Lose
15610,52,1,112.46000000000001,2,1,1,211,Can't Lose
15611,10,15,1568.39,4,4,3,443,Champions
15612,36,2,195.15,3,2,1,321,Promising
15615,10,27,10360.04,4,4,4,444,Champions
15618,33,5,747.031,3,3,3,333,Potential Loyalists
15619,11,1,336.4,4,1,2,412,New Customers
15620,50,6,1524.4,3,3,3,333,Potential Loyalists
15621,4,6,1158.77,4,3,3,433,Loyal
15622,3,16,3224.53,4,4,4,444,Champions
15623,141,1,301.03000000000003,1,1,2,112,Can't Lose
15624,117,4,588.13,2,3,2,232,About to Sleep
15625,100,8,1504.56,2,4,3,243,Hibernating
15626,75,2,675.8,2,2,3,223,About to Sleep
15628,5,10,2865.64,4,4,4,444,Champions
15630,45,3,1180.4,3,2,3,323,Potential Loyalists
15632,16,10,3147.31,4,4,4,444,Champions
15634,17,1,243.55,4,1,1,411,Lost
15636,90,2,724.76,2,2,3,223,About to Sleep
15637,53,1,223.36,2,1,1,211,Can't Lose
15639,134,1,425.32,2,1,2,212,At Risk
15640,4,17,12433.34,4,4,4,444,Champions
15641,105,4,1887.2,2,3,4,234,About to Sleep
15643,179,6,647.4,1,3,2,132,Can't Lose
15644,166,4,813.0,1,3,3,133,Hibernating
15645,19,1,612.01,3,1,2,312,Promising
15646,158,4,425.14000000000004,1,3,2,132,Can't Lose
15648,204,4,599.9,1,3,2,132,Can't Lose
15649,336,2,816.0,1,2,3,123,Can't Lose
15651,37,3,646.3,3,2,2,322,Promising
15652,91,1,337.74,2,1,2,212,At Risk
15653,93,2,877.44,2,2,3,223,About to Sleep
15654,9,2,922.53,4,2,3,423,Potential Loyalists
15655,233,2,511.32,1,2,2,122,Can't Lose
15656,45,4,748.5,3,3,3,333,Potential Loyalists
15657,23,1,30.0,3,1,1,311,Lost
15658,190,8,958.9000000000001,1,4,3,143,Hibernating
15659,44,1,306.45,3,1,2,312,Promising
15660,25,12,1552.01,3,4,3,343,Loyal
15661,317,2,309.8,1,2,2,122,Can't Lose
15663,106,1,138.14,2,1,1,211,Can't Lose
15664,51,2,358.63,2,2,2,222,At Risk
15665,168,2,2242.01,1,2,4,124,Unknown
15667,40,1,301.32000000000005,3,1,2,312,Promising
15668,218,1,76.32000000000001,1,1,1,111,Can't Lose
15669,40,5,677.69,3,3,3,333,Potential Loyalists
15670,297,1,173.05,1,1,1,111,Can't Lose
15671,19,10,2635.4900000000002,3,4,4,344,Loyal
15673,88,4,2881.02,2,3,4,234,About to Sleep
15674,73,8,1744.02,2,4,4,244,Hibernating
15675,81,3,323.69,2,2,2,222,At Risk
15676,9,5,3324.09,4,3,4,434,Loyal
15677,49,1,657.23,3,1,3,313,Unknown
15678,53,1,352.7,2,1,2,212,At Risk
15679,24,4,781.28,3,3,3,333,Potential Loyalists
15680,9,3,1333.68,4,2,3,423,Potential Loyalists
15681,18,6,946.36,3,3,3,333,Potential Loyalists
15683,117,1,193.75,2,1,1,211,Can't Lose
15687,9,11,2981.5,4,4,4,444,Champions
15689,120,2,254.1,2,2,1,221,At Risk
15690,4,2,239.76,4,2,1,421,New Customers
15691,252,1,136.8,1,1,1,111,Can't Lose
15692,28,1,191.04,3,1,1,311,Lost
15694,1,15,6423.6,4,4,4,444,Champions
15695,267,2,409.98,1,2,2,122,Can't Lose
15696,33,12,2644.46,3,4,4,344,Loyal
15699,18,1,309.65,3,1,2,312,Promising
15700,172,3,664.03,1,2,3,123,Can't Lose
15701,2,4,1542.14,4,3,3,433,Loyal
15703,265,1,211.5,1,1,1,111,Can't Lose
15704,140,4,2293.62,1,3,4,134,Hibernating
15705,201,1,143.1,1,1,1,111,Can't Lose
15706,60,7,1001.8100000000001,2,4,3,243,Hibernating
15707,35,4,945.58,3,3,3,333,Potential Loyalists
15708,41,11,3329.7200000000003,3,4,4,344,Loyal
15709,284,1,133.25,1,1,1,111,Can't Lose
15712,9,5,1072.3600000000001,4,3,3,433,Loyal
15713,143,3,346.75,1,2,2,122,Can't Lose
15714,12,2,330.88,4,2,2,422,New Customers
15716,146,4,1118.81,1,3,3,133,Hibernating
15717,234,1,150.3,1,1,1,111,Can't Lose
15719,33,14,5043.96,3,4,4,344,Loyal
15720,24,1,598.73,3,1,2,312,Promising
15721,12,1,507.08000000000004,4,1,2,412,New Customers
15722,36,6,2181.21,3,3,4,334,Loyal
15723,365,1,203.10000000000002,1,1,1,111,Can't Lose
15724,201,3,212.3,1,2,1,121,Can't Lose
15725,15,1,415.25,4,1,2,412,New Customers
15727,17,7,5178.96,4,4,4,444,Champions
15729,198,2,62.0,1,2,1,121,Can't Lose
15730,66,4,1108.38,2,3,3,233,About to Sleep
15732,212,2,294.12,1,2,1,121,Can't Lose
15733,283,1,162.3,1,1,1,111,Can't Lose
15734,115,2,1339.45,2,2,3,223,About to Sleep
15737,15,12,1121.21,4,4,3,443,Champions
15738,19,19,4788.77,3,4,4,344,Loyal
15739,66,1,449.12,2,1,2,212,At Risk
15740,49,1,154.88,3,1,1,311,Lost
15743,16,4,784.46,4,3,3,433,Loyal
15744,78,1,34.8,2,1,1,211,Can't Lose
15745,9,6,1071.24,4,3,3,433,Loyal
15746,134,2,182.96,2,2,1,221,At Risk
15747,13,3,974.04,4,2,3,423,Potential Loyalists
15748,40,1,149.31,3,1,1,311,Lost
15749,235,4,21535.9,1,3,4,134,Hibernating
15750,3,9,2451.23,4,4,4,444,Champions
15752,40,8,2628.93,3,4,4,344,Loyal
15753,305,1,79.2,1,1,1,111,Can't Lose
15754,51,4,455.67,2,3,2,232,About to Sleep
15755,1,8,2318.88,4,4,4,444,Champions
15756,61,4,532.96,2,3,2,232,About to Sleep
15757,66,2,714.42,2,2,3,223,About to Sleep
15758,25,1,205.25,3,1,1,311,Lost
15759,218,3,253.04000000000002,1,2,1,121,Can't Lose
15762,65,2,583.75,2,2,2,222,At Risk
15763,32,3,1048.67,3,2,3,323,Potential Loyalists
15764,81,10,3245.47,2,4,4,244,Hibernating
15766,64,1,315.06,2,1,2,212,At Risk
15768,116,4,581.83,2,3,2,232,About to Sleep
15769,7,29,51823.72,4,4,4,444,Champions
15773,6,1,635.6800000000001,4,1,2,412,New Customers
15774,69,1,270.8,2,1,1,211,Can't Lose
15775,245,1,104.9,1,1,1,111,Can't Lose
15776,133,1,241.62,2,1,1,211,Can't Lose
15777,241,5,1021.61,1,3,3,133,Hibernating
15780,184,3,475.28000000000003,1,2,2,122,Can't Lose
15781,25,4,333.56,3,3,2,332,Potential Loyalists
15782,10,4,2593.94,4,3,4,434,Loyal
15783,11,1,246.3,4,1,1,411,Lost
15785,30,8,2303.75,3,4,4,344,Loyal
15786,44,5,4834.2,3,3,4,334,Loyal
15787,26,3,948.05,3,2,3,323,Potential Loyalists
15789,358,1,351.3,1,1,2,112,Can't Lose
15790,10,1,220.85,4,1,1,411,Lost
15791,44,3,1604.44,3,2,3,323,Potential Loyalists
15793,9,4,948.96,4,3,3,433,Loyal
15795,150,1,610.01,1,1,2,112,Can't Lose
15796,1,10,2666.61,4,4,4,444,Champions
15797,113,4,2207.4,2,3,4,234,About to Sleep
15799,76,3,884.14,2,2,3,223,About to Sleep
15800,107,2,699.08,2,2,3,223,About to Sleep
15801,46,4,1042.19,3,3,3,333,Potential Loyalists
15803,51,1,415.82000000000005,2,1,2,212,At Risk
15804,1,19,3848.55,4,4,4,444,Champions
15805,23,20,5452.17,3,4,4,344,Loyal
15806,46,3,784.58,3,2,3,323,Potential Loyalists
15807,50,3,903.9,3,2,3,323,Potential Loyalists
15808,306,5,3724.77,1,3,4,134,Hibernating
15809,36,6,399.21,3,3,2,332,Potential Loyalists
15810,79,7,1145.43,2,4,3,243,Hibernating
15811,17,9,2171.32,4,4,4,444,Champions
15812,107,5,1801.14,2,3,4,234,About to Sleep
15813,208,2,1303.9099999999999,1,2,3,123,Can't Lose
15814,3,6,1842.73,4,3,4,434,Loyal
15815,64,5,2100.6,2,3,4,234,About to Sleep
15819,49,4,1905.45,3,3,4,334,Loyal
15820,320,1,206.98,1,1,1,111,Can't Lose
15821,44,2,570.96,3,2,2,322,Promising
15822,3,2,885.47,4,2,3,423,Potential Loyalists
15825,172,1,532.94,1,1,2,112,Can't Lose
15826,51,4,1649.3600000000001,2,3,4,234,About to Sleep
15827,73,20,1641.48,2,4,4,244,Hibernating
15829,99,2,636.14,2,2,2,222,At Risk
15830,29,2,547.7,3,2,2,322,Promising
15831,58,4,747.76,2,3,3,233,About to Sleep
15832,254,1,836.79,1,1,3,113,Unknown
15834,70,6,2084.9,2,3,4,234,About to Sleep
15835,44,4,954.09,3,3,3,333,Potential Loyalists
15836,45,2,117.47,3,2,1,321,Promising
15837,65,1,391.98,2,1,2,212,At Risk
15838,11,21,33350.76,4,4,4,444,Champions
15839,25,5,1020.74,3,3,3,333,Potential Loyalists
15840,59,3,345.65999999999997,2,2,2,222,At Risk
15841,64,6,1209.1,2,3,3,233,About to Sleep
15843,304,1,118.95,1,1,1,111,Can't Lose
15844,46,1,130.73999999999998,3,1,1,311,Lost
15845,18,10,3650.87,3,4,4,344,Loyal
15847,38,2,389.27,3,2,2,322,Promising
15850,19,2,238.85,3,2,1,321,Promising
15852,187,2,160.71,1,2,1,121,Can't Lose
15853,52,1,110.8,2,1,1,211,Can't Lose
15854,4,12,2974.65,4,4,4,444,Champions
15855,137,5,712.24,2,3,3,233,About to Sleep
15856,4,31,16173.67,4,4,4,444,Champions
15857,19,1,297.0,3,1,1,311,Lost
15858,16,5,1438.85,4,3,3,433,Loyal
15860,41,8,977.21,3,4,3,343,Loyal
15861,12,9,3000.36,4,4,4,444,Champions
15862,8,4,832.88,4,3,3,433,Loyal
15863,26,2,68.84,3,2,1,321,Promising
15864,22,8,1769.78,3,4,4,344,Loyal
15865,41,3,895.13,3,2,3,323,Potential Loyalists
15866,101,1,230.53,2,1,1,211,Can't Lose
15867,5,16,3797.79,4,4,4,444,Champions
15869,277,2,149.64,1,2,1,121,Can't Lose
15870,33,1,354.09000000000003,3,1,2,312,Promising
15872,15,2,360.93,4,2,2,422,New Customers
15874,63,9,4330.67,2,4,4,244,Hibernating
15877,2,3,440.78,4,2,2,422,New Customers
15880,369,2,313.28,1,2,2,122,Can't Lose
15881,312,8,438.24,1,4,2,142,Unknown
15882,199,5,495.36,1,3,2,132,Can't Lose
15883,2,2,396.48,4,2,2,422,New Customers
15885,93,3,379.35,2,2,2,222,At Risk
15886,60,1,181.09,2,1,1,211,Can't Lose
15888,80,2,141.27,2,2,1,221,At Risk
15889,157,2,446.87,1,2,2,122,Can't Lose
15891,227,1,524.52,1,1,2,112,Can't Lose
15894,253,2,263.55,1,2,1,121,Can't Lose
15895,150,1,179.17,1,1,1,111,Can't Lose
15897,194,2,222.05,1,2,1,121,Can't Lose
15898,1,6,1384.68,4,3,3,433,Loyal
15899,369,1,56.25,1,1,1,111,Can't Lose
15900,24,1,351.11,3,1,2,312,Promising
15901,17,3,363.88,4,2,2,422,New Customers
15903,10,8,5126.34,4,4,4,444,Champions
15904,8,1,164.68,4,1,1,411,Lost
15906,20,8,1521.79,3,4,3,343,Loyal
15907,4,3,967.45,4,2,3,423,Potential Loyalists
15909,174,1,191.94,1,1,1,111,Can't Lose
15910,1,8,1232.18,4,4,3,443,Champions
15912,178,2,264.62,1,2,1,121,Can't Lose
15916,16,10,1491.24,4,4,3,443,Champions
15917,248,1,123.1,1,1,1,111,Can't Lose
15918,191,2,334.23,1,2,2,122,Can't Lose
15919,20,2,639.89,3,2,2,322,Promising
15920,154,4,167.5,1,3,1,131,Unknown
15921,173,1,336.03000000000003,1,1,2,112,Can't Lose
15922,372,2,363.6,1,2,2,122,Can't Lose
15923,373,1,127.08,1,1,1,111,Can't Lose
15925,194,1,207.15,1,1,1,111,Can't Lose
15930,67,1,426.63,2,1,2,212,At Risk
15932,4,11,2461.85,4,4,4,444,Champions
15933,21,3,1107.46,3,2,3,323,Potential Loyalists
15935,239,2,416.86,1,2,2,122,Can't Lose
15937,64,1,145.35000000000002,2,1,1,211,Can't Lose
15938,112,5,404.58000000000004,2,3,2,232,About to Sleep
15939,90,16,6102.26,2,4,4,244,Hibernating
15940,311,2,31.799999999999997,1,2,1,121,Can't Lose
15942,134,1,337.44,2,1,2,212,At Risk
15944,277,1,325.1,1,1,2,112,Can't Lose
15945,365,1,181.0,1,1,1,111,Can't Lose
15947,83,1,1708.24,2,1,4,214,Unknown
15948,8,2,955.24,4,2,3,423,Potential Loyalists
15949,17,2,364.72,4,2,2,422,New Customers
15950,2,5,1705.26,4,3,4,434,Loyal
15951,1,3,669.57,4,2,3,423,Potential Loyalists
15952,34,4,806.57,3,3,3,333,Potential Loyalists
15953,15,10,1634.53,4,4,4,444,Champions
15955,24,16,4389.81,3,4,4,344,Loyal
15957,32,1,428.89,3,1,2,312,Promising
15958,74,1,104.35,2,1,1,211,Can't Lose
15963,20,2,470.76,3,2,2,322,Promising
15965,17,4,845.64,4,3,3,433,Loyal
15967,23,2,418.83,3,2,2,322,Promising
15969,3,4,582.9,4,3,2,432,Unknown
15970,304,1,314.09999999999997,1,1,2,112,Can't Lose
15971,18,12,4199.85,3,4,4,344,Loyal
15973,236,3,99.77000000000002,1,2,1,121,Can't Lose
15974,39,8,3429.55,3,4,4,344,Loyal
15975,84,1,371.01,2,1,2,212,At Risk
15976,165,2,430.94,1,2,2,122,Can't Lose
15977,17,2,1054.73,4,2,3,423,Potential Loyalists
15978,77,1,1098.78,2,1,3,213,Unknown
15980,89,3,2398.86,2,2,4,224,About to Sleep
15981,25,8,3408.48,3,4,4,344,Loyal
15983,22,4,1475.02,3,3,3,333,Potential Loyalists
15984,3,11,2816.97,4,4,4,444,Champions
15985,123,3,1037.42,2,2,3,223,About to Sleep
15986,30,1,168.12,3,1,1,311,Lost
15987,12,7,1451.28,4,4,3,443,Champions
15988,19,1,158.03,3,1,1,311,Lost
15990,44,2,792.11,3,2,3,323,Potential Loyalists
15992,4,1,41.989999999999995,4,1,1,411,Lost
15993,9,10,2756.82,4,4,4,444,Champions
15994,55,1,427.07,2,1,2,212,At Risk
15996,88,7,1044.78,2,4,3,243,Hibernating
15998,37,6,3084.17,3,3,4,334,Loyal
16000,3,3,12393.7,4,2,4,424,Unknown
16003,30,5,2735.37,3,3,4,334,Loyal
16005,12,4,615.39,4,3,2,432,Unknown
16006,211,1,101.4,1,1,1,111,Can't Lose
16007,48,4,1701.94,3,3,4,334,Loyal
16008,24,3,478.78,3,2,2,322,Promising
16009,22,4,992.71,3,3,3,333,Potential Loyalists
16010,246,3,407.5,1,2,2,122,Can't Lose
16011,8,16,3362.71,4,4,4,444,Champions
16012,35,3,1415.29,3,2,3,323,Potential Loyalists
16013,4,54,33366.25,4,4,4,444,Champions
16014,36,4,653.13,3,3,3,333,Potential Loyalists
16015,4,4,690.54,4,3,3,433,Loyal
16016,3,10,1483.31,4,4,3,443,Champions
16017,47,1,211.88,3,1,1,311,Lost
16018,39,2,408.9,3,2,2,322,Promising
16019,2,10,3450.24,4,4,4,444,Champions
16020,17,3,851.01,4,2,3,423,Potential Loyalists
16022,260,1,628.28,1,1,2,112,Can't Lose
16023,46,3,719.81,3,2,3,323,Potential Loyalists
16024,12,1,251.24,4,1,1,411,Lost
16025,30,1,439.65999999999997,3,1,2,312,Promising
16026,43,1,236.09,3,1,1,311,Lost
16027,92,7,852.12,2,4,3,243,Hibernating
16029,39,76,50992.61,3,4,4,344,Loyal
16030,310,1,331.24,1,1,2,112,Can't Lose
16031,92,2,548.94,2,2,2,222,At Risk
16033,6,27,8727.61,4,4,4,444,Champions
16034,196,3,437.70000000000005,1,2,2,122,Can't Lose
16036,87,2,758.9200000000001,2,2,3,223,About to Sleep
16037,270,3,855.02,1,2,3,123,Can't Lose
16038,8,4,454.33,4,3,2,432,Unknown
16040,65,3,1313.55,2,2,3,223,About to Sleep
16041,31,3,3166.4,3,2,4,324,Unknown
16042,22,7,1147.37,3,4,3,343,Loyal
